a,person_id,fio,orcid,researcherId,scopusId,openAlexId,alt_fios
39397,1023284,I. Bayshev,,,,A5072157241,I. Bayshev; I. S. Bayshev; Igor Bayshev
39398,1023285,P. Levchenko,0000-0003-4913-0538,,http://www.scopus.com/inward/authorDetails.url?authorID=35227531400&partnerID=MN8TOARS,A5072214243,P. Levchenko; P. M. Levchenko; Petr Levchenko
39399,1023286,Жуков,,,,A5072230008,Zhukov; Жуков
39400,1023287,Saptaparna Bhattacharya,0000-0002-0526-6161,,,A5072238054,S. Bhattacharya; Saptaparna Bhattacharya
39401,1023288,A. Askew,0000-0002-7172-1396,,,A5072260746,A. Askew; A.W. Askew; Andrew Askew; Andrew W. Askew; Andrew Warren Askew
39402,1023289,A. Hinzmann,0000-0002-2633-4696,,,A5072262939,A. Hinzmann; Andreas Dominik Hinzmann; Andreas Hinzmann
39403,1023290,N. Mohr,,,,A5072268303,N. Mohr; Niklas Mohr
39404,1023291,T. Perry,,,,A5072292209,T. M. Perry; T. Perry; Thomas M. Perry; Thomas Mastrianni Perry; Thomas Perry
39405,1023292,R. Ciaranfi,,,,A5072299111,R. Ciaranfi; Roberto Ciaranfi
39406,1023293,S. Spanier,0000-0002-7049-4646,,,A5072350306,S. M. Spanier; S. Spanier; Stefan M. Spanier; Stefan Spanier; S. . M. Spanier
39407,1023294,GP Di Giovanni,,,,A5072457143,G. Di Giovanni; Gp Di Giovanni
39408,1023295,S. Colafranceschi,0000-0002-7335-6417,,,A5072471978,S. Colafranceschi; Stefano Colafranceschi
39409,1023296,L. Kottelat,,,,A5072547459,L. J. Kottelat; L. Kottelat; LJ Kottelat
39410,1023297,M. Bellato,0000-0002-3893-8884,,,A5072587447,M. A. Bellato; M. Bellato; Marco Bellato
39411,1023298,S. Vavilov,,,,A5072609823,Sergey A. Vavilov; Sergey Anatolievich Vavilov; Sergey Vavilov; С А Вавилов
39412,1023299,C. Hartl,,,,A5072651027,C. Hartl; Christian Hartl
39413,1023300,D. Pitzl,,,,A5072820345,D. D. Pitzl; D. Pitzl; Daniel Pitzl
39414,1023301,R. Erbacher,0000-0001-7170-8944,,,A5072889579,R. D. Erbacher; R. Erbacher; Robin D. Erbacher; Robin Diane Erbacher; Robin Erbacher
39415,1023302,Davide Ceresa,,,,A5073018080,D. Ceresa; Davide Ceresa
39416,1023303,Y. Musienko,0009-0006-3545-1938,,,A5073020463,Y. Musienko; Y.u.V. Musienko; Yuri Musienko
39417,1023304,A. Barker,,,,A5073054003,A. Barker; A. R. Barker; Anthony Barker; Anthony R. Barker; Anthony Ross Barker
39418,1023305,M. Bansal,,,,A5073119118,M. Bansal; M. K. Bansal; Monika Bansal
39419,1023306,I. Osipenkov,,,,A5073122895,I. L. Osipenkov; I. Osipenkov; I. Os‐Ipenkov; Ilya Leonidovich Osipenkov; Ilya Osipenkov
39420,1023307,L. Forthomme,0000-0002-3302-336X,,,A5073140876,L. Forthomme; Laurent Forthomme
39421,1023308,D. Vishnevskiy,,,,A5073206137,D. Vishnevskiy; D.M. Vishnevskiy; Dmitry Vishnevskiy
39422,1023309,G. I. Veres,,,,A5073209394,G. I Veres; G. I. Veres; G. Veres
39423,1023310,F. Yang,0000-0002-1852-0544,,,A5073212195,F. Yang; Fan Yang; Yang Fan; F.L. Yang; Fanke Yang; Fengbin Yang
39424,1023311,S. Gowdy,,,,A5073217699,S. Gowdy; S.J. Gowdy; Stephen Gowdy; Stephen J. Gowdy
39425,1023312,S. Marcellini,,,,A5073243059,S. Marcellini; Stefano Marcellini
39426,1023313,GH de Monchenault,,,,A5073255701,G. De Hamel Monchenault; G. De Monchenault; G. Monchenault; Gh De Monchenault
39427,1023314,A. Nayak,0000-0002-7716-4981,,,A5073258607,A. Nayak; A.K. Nayak; Amrit Nayak; Aruna Kumar Nayak; Aruna Nayak
39428,1023315,N. Demaria,0000-0003-0743-9465,,http://www.scopus.com/inward/authorDetails.url?authorID=35314637100&partnerID=MN8TOARS,A5073340720,N. Demaria; Natale Demaria
39429,1023316,J. Härkönen,0009-0003-0857-2660,,,A5073347509,J. Harkonen; J. Harkönen; J. Hárkönen; J. Härkönen; Jaakko Harkonen; Jaakko Härkönen; Jaakko Juhana Härkönen
39430,1023317,I. Ojalvo,,,,A5073368136,I. Ojalvo; Isobel Ojalvo; Isobel Rose Ojalvo
39431,1023318,A. Moggi,0000-0002-2323-8017,,,A5073429340,A. Moggi; Andrea Moggi; Moggi Andrea
39432,1023319,Vivek Sharma,0000-0001-7345-4597,,http://www.scopus.com/inward/authorDetails.url?authorID=7404568230&partnerID=MN8TOARS,A5073484397,Vivek Sharma; Sharma
39433,1023320,H. Enderle,,,,A5073519813,H. Enderle; Holger Enderle
39434,1023321,D. C. Miner,,,,A5073535816,D. C. Miner; D. Miner; D. C Miner
39435,1023322,D. Rabady,0000-0001-9239-0605,,,A5073551855,D. Rabady; Dinyar Rabady; Dinyar Sebastian Rabady
39436,1023323,L. Ratti,,,,A5073580556,L. Ratti; Lodovico Ratti
39437,1023324,S. Schnetzer,,,,A5073609776,S R Schnetzer; S. Schnetzer; Steve Schnetzer
39438,1023325,M. W. Arenton,,,,A5073626005,M. Arenton; M. W. Arenton; M. W Arenton
39439,1023326,A. Burgmeier,,,,A5073648069,A. Burgmeier; Armin Burgmeier
39440,1023327,T. Y. Ling,,,,A5073708450,T. Ling; T. Y. Ling; T. Y Ling; Tianhao Ling; Ty Ling; T‐Y Ling
39441,1023328,V. M. Ghete,0000-0002-9595-6560,,,A5073746799,V. Ghete; V M. Ghete; V. M. Ghete; V.M Ghete; V.‐M. Ghete; Vm Ghete
39442,1023329,G. P. Van Onsem,0000-0002-1664-2337,,,A5073835671,G. P. Van Onsem; Gerrit Patrick Van Onsem; G. Van Onsem; G. P. VanOnsem; Gerrit Van Onsem
39443,1023330,G. Abbiendi,0000-0003-4499-7562,,,A5073902852,G. Abbiendi; Giovanni Abbiendi; G. Abbiendi et al.; G. Abbiendia
39444,1023331,J. Roberts,,,,A5073915442,J. B. Roberts; J. Roberts; Jay Roberts; J B. Roberts; J. B Roberts; J.B. Jr. Roberts; Jay B. Roberts
39445,1023332,A. Starodumov,0000-0001-9570-9255,,,A5073956935,A. N. Starodumov; A. Starodumov; Andrei N. Starodumov; Andrei Starodumov
39446,1023333,Sulimov,,,,A5074006864,Sulimov
39447,1023334,O’Dell,,,,A5074036603,O'Dell; Odell; O’Dell
39448,1023335,K. Mazumdar,0000-0003-3136-1653,,,A5074082890,K. K. Mazumdar; K. Mazumdar; Kajari Mazumdar; Koushik Mazumdar
39449,1023336,W. Dominik,0000-0001-7444-9239,,http://www.scopus.com/inward/authorDetails.url?authorID=7004745091&partnerID=MN8TOARS,A5074143851,W. Dominik; Wojciech A. Dominik; Wojciech Dominik; Wöll Dominik
39450,1023337,T. Danielson,,,,A5074295600,T. Danielson; Thomas Danielson; Thomas Erik Danielson
39451,1023338,A. Adair,,,,A5074297919,A. Adair; A.H. Adair; Alec Adair; Antony Adair; Antony H. Adair
39452,1023339,E. A. Albayrak,,,,A5074298972,E. A. Albayrak; E. Albayrak; E. A Albayrak
39453,1023340,R. Y. Zhu,0000-0003-1620-0560,,http://www.scopus.com/inward/authorDetails.url?authorID=8246575900&partnerID=MN8TOARS,A5074401878,R. Zhu; Ran Zhu; Zhu R; Zhu Ran; R. Y. Zhu; R. Y Zhu; R.‐Y. Zhu; Ren Zhu; Rengui Zhu; Ren‐Gui Zhu; Rihong Zhu; Ri‐hong Zhu; Rongbo Zhu; Rongjun Zhu; Rong‐Bo Zhu; Rong‐Gang Zhu; Rong‐jia Zhu; Ruihao Zhu; Ruiyi Zhu; Rui‐Liang Zhu; Ry Y. Zhu; Ry Zhu; Zhu Ren; Zhu Ren‐Gui; Zhu Rihong; Zhu Ri‐hong; Zhu Rongbo; Zhu Rongjia; Zhu Rong‐bo; Zhu Rong‐gang; Zhu Rong‐jia; Zhu Rong‐jun; Zhu Ruiyi; Zhu Rui‐liang; Zhu Ry
39454,1023341,J. D’Hondt,0000-0002-9598-6241,,,A5074481660,J Dhondt; J. D'Hondt; J. DHondt; J. DʼHondt; J. D’Hondt; J.‐L. Dhondt; Jorgen D'Hondt; Jorgen D’Hondt
39455,1023342,J. K. Behr,0000-0002-5501-4640,,,A5074492188,J. Behr; J. K. Behr; K. Behr; J. Katharina Behr; Janna Katharina Behr; J.K Behr; Katharina Behr
39456,1023343,U. Behrens,,,,A5074566640,U. Behrens; Ulf Behrens
39457,1023344,H. A. Salazar Ibarguen,,,,A5074582926,Has Ibarguen; H. A Salazar Ibarguen; H. A. Salazar Ibarguen; H.A.S. Ibarguen
39458,1023345,B. Diamond,,,,A5074877818,B. Diamond; Brendan Diamond; Brendan Francis Diamond
39459,1023346,W. Adam,0000-0001-9099-4341,,,A5074924703,W. Adam; Wolfgang Adam; W. B. Adam; Wilf Adam
39460,1023347,Ž. Antunović,,,,A5074973748,Z. Antunovic; Z. Antunović; Zeljko Antunovic; Ž. Antunović; Željko Antunović
39461,1023348,M. Sharma,0000-0003-4030-4693,,,A5074992188,M. Sharma; Monika Sharma; M. K. Sharma; Mridu Sharma
39462,1023349,D. J. Kong,0000-0003-3779-6666,,,A5075035880,D. J. Kong; D. Kong; D. J Kong; Dechuan Kong; Delan Kong; Deru Kong; Dj J. Kong; Dj Kong; Kong Dj
39463,1023350,J. Zablocki,,,,A5075086731,J. Zablocki; Jakub Zablocki
39464,1023351,R. Lander,,,,A5075093731,R. L. Lander; R. Lander; Richard L. Lander; Richard Lander; Richard Leon. Lander
39465,1023352,J. Russ,,,,A5075109022,J. Russ; J. S. Russ; James Russ; J. C. Russ; J.S Russ; James S. Russ; James Stewart Russ
39466,1023353,M. Segala,,,,A5075122169,M. Segala; Michael A. Segala; Michael Segala
39467,1023354,D. Noonan,0000-0002-3932-3769,,,A5075173789,D. C. Noonan; D. Noonan; Daniel C. Noonan; Daniel Christopher Noonan; Daniel Noonan; Danny Noonan
39468,1023355,T. Virdee,0000-0001-7429-2198,,,A5075173973,T. Virdee; T S. Virdee; T. S. Virdee; T.S Virdee; Tejinder S. Virdee; Tejinder Singh Virdee; Tejinder Virdee
39469,1023356,U. Joshi,0000-0001-8375-0760,,,A5075256417,U. Joshi; U. C Joshi; U. C. Joshi; Umesh C. Joshi; Umesh Chandra Joshi; Umesh Joshi; Utkarsh Joshi
39470,1023357,S. Bolognesi,,,,A5075267143,Bolognesi Sara; S. Bolognesi; Sara Bolognesi
39471,1023358,Rsh Oing,,,,A5075554670,Rsh Oing
39472,1023359,S. Flowers,,,,A5075565657,S. Flowers; Sean Christopher Flowers; Sean Flowers; Steve Flowers
39473,1023360,A. Lopez Virto,,,,A5075573275,A. Lopez Virto; A VIRTO; A. L. Virto; A. Virto; A.L Virto; Amparo Lopez Virto
39474,1023361,L. Borrello,0000-0001-6801-7966,,,A5075580392,L. Borrello; Laura Borrello
39475,1023362,P. Gunnellini,,,,A5075636620,P. Gunnellini; Paolo Gunnellini
39476,1023363,A. Zuber,,,,A5075714232,A. Zuber; Adam Zuber
39477,1023364,S. Rahatlou,0000-0001-9794-3360,,,A5075721427,S. Rahatlou; Sh. Rahatlou; S. h. Rahatlou; Shahram Rahatlou
39478,1023365,Hoff,,,,A5075817252,Hoff
39479,1023366,J. Letts,0000-0002-0156-1251,,,A5075999924,J. Letts; James Letts; James Robert Letts
39480,1023367,Beat H. Meier,0000-0002-9107-4464,,,A5076009010,B. H. Meier; B. Meier; B.H Meier; Beat H. Meier; Beat Meier; Beatâ H. Meier; E. VAN VEENENDAAL B. H. MEIER A. P.
39481,1023368,G. Tinti,0000-0003-1364-844X,,http://www.scopus.com/inward/authorDetails.url?authorID=16687291000&partnerID=MN8TOARS,A5076013347,G. Tinti; Gemma Maria Tinti; Gemma Tinti
39482,1023369,K. Burkett,0000-0002-2284-4744,,,A5076069948,K. Burkett; K. Bur‐Kett; Kevin A. Burkett; Kevin Alan Burkett; Kevin Burkett
39483,1023370,D. Carlsmith,0000-0003-0614-2934,,,A5076090151,D. Carlsmith; D. L. Carlsmith; Duncan Carlsmith; Duncan L. Carlsmith
39484,1023371,R. Cavanaugh,0000-0001-7169-3420,,,A5076161966,R. Cavanaugh; R. J. Cavanaugh; Richard Cavanaugh; Richard John Cavanaugh
39485,1023372,S. Choudhury,,,,A5076210166,S. Rai Choudhury; S. Choudhury; S. R. Choudhury; S.R Choudhury; Somnath Choudhury
39486,1023373,D. Rathjens,0000-0002-8420-1488,,,A5076251484,D. Rathjens; Denis Rathjens
39487,1023374,S. Panwalkar,,,,A5076264308,S. Panwalkar; Shruti M. Panwalkar; Shruti Panwalkar
39488,1023375,P. Avery,0000-0003-0609-627X,,,A5076284541,P. Avery; P. R. Avery; Paul Avery; Paul R. Avery; Paul Ralph Avery
39489,1023376,M. Kovacs,,,,A5076329096,M. I. Kovacs; M. I. Kovács; M. Kovacs
39490,1023377,K. F. Johnson,,,,A5076368577,K. Johnson; K. F. Johnson; K.F Johnson
39491,1023378,T. Williams,0000-0002-8724-4678,,,A5076380476,T. Williams; Thomas Williams; T. R. N. Williams; T. R. Williams; T. Richard Williams
39492,1023379,D. Bonacorsi,0000-0002-0835-9574,,,A5076392357,D. Bonacorsi; Daniele Bonacorsi
39493,1023380,C. Favaro,,,,A5076403064,C. Favaro; Carlo Favaro; Carlotta Favaro
39494,1023381,C. Wissing,0000-0002-5090-8004,,,A5076435192,"C. Wissing; C Wissing, Ch Wissing; Christoph Wissing"
39495,1023382,B. Rutherford,,,,A5076577095,B. Rutherford; Britney Rutherford
39496,1023383,X. Aslanoglou,,,,A5076651914,X. Aslanoglou; Xenofon Aslanoglou
39497,1023384,A. David,0000-0001-5854-7699,,,A5076675847,Andre David Tinoco Mendes; A. David; A.D. Tinoco Mendes; Andre David; André David
39498,1023385,J. Linacre,0000-0001-7555-652X,,,A5076692585,J. Linacre; J. T. Linacre; Jacob Linacre; Jacob Thomas Linacre
39499,1023386,J. Goodell,,,,A5076818824,J. Goodell; J. P. N. Goodell; Joseph Goodell; Joseph P. N Goodell
39500,1023387,M. Tadel,0000-0001-8800-0045,,,A5076852686,M. B. Tadel; M. Tadel; Matevz Tadel; Matevž Tadel
39501,1023388,S. Brochet,,,,A5076879704,S. Brochet; Sebastien Brochet; Sébastien Brochet
39502,1023389,R. Radogna,0000-0002-1094-5038,,,A5076928279,R. Radogna; Radogna Raffaella; Raffaella Radogna
39503,1023390,A. O. Chavez Niemelae,,,,A5077014779,A. O. Chavez Niemelae; Aoc Niemelae
39504,1023391,I. Villella,,,,A5077174633,I. Villella; Ilaria Villella
39505,1023392,M. Meschini,0000-0002-9161-3990,,,A5077179885,M. Meschini; Marco Meschini
39506,1023393,M. Edelhoff,,,,A5077248377,M. Edelhoff; Matthias Edelhoff; Matthias H. Edelhoff
39507,1023394,P. Petkov,0000-0002-0420-9480,,http://www.scopus.com/inward/authorDetails.url?authorID=35961907500&partnerID=MN8TOARS,A5077271649,P. Petkov; P. S. Petkov; P. St. Petkov; Peicho Petkov; Peicho St. Petkov; Peicho Stoev Petkov
39508,1023395,R. Ryutin,,,,A5077366485,R. A. Ryutin; R. Ryutin; Roman Anatolievich Ryutin; Roman Ryutin
39509,1023396,P. Tan,0009-0006-3804-0376,,,A5077367773,P. Tan; Ping Tan; Tan Ping; T. N. Pham; Pan Tan; Pauline H. Partyranie Tan; Pauline Henriette Tan; Peipei Tan; Peixin Tan; Peng Tan; PengDa Tan; Pham Tan; T.N.Y. Pham; TAN Pan; Tan Peng; Tan Pham
39510,1023397,P. Bunin,0009-0003-6538-4121,,,A5077431025,P. Bunin; P. D. Bunin; Pavel Bunin
39511,1023398,Y. Kubota,0000-0001-6146-4827,,,A5077555409,Y. Kubota; Yuichi Kubota
39512,1023399,K. Harder,0000-0002-2965-6973,,,A5077595253,K. Harder; K.U. Harder; K.‐U. Harder; Kristian Harder
39513,1023400,N. Skhirtladze,,,,A5077609740,N. Skhirtladze; N.M. Skhirtladze; Nikoloz Skhirtladze
39514,1023401,J. Heilman,0000-0001-6792-2294,,,A5077642795,J. Heilman; Jesse Alan Heilman; Jesse Heilman
39515,1023402,R. D. Field,,,,A5077665301,R. Field; R. D Field; R. D. Field; Rd Field
39516,1023403,B. Asavapibhop,0000-0003-1892-7130,,,A5077700842,B. Asavapibhop; Burin Asavapibhop
39517,1023404,N. Tosi,0000-0002-0474-0247,,,A5077732153,N. Tosi; Nicolo Tosi; Nicolò Tosi
39518,1023405,S. S. Chhibra,,,,A5077761665,S. Chhibra; S. S. Chhibra
39519,1023406,S. C. Kao,,,,A5077819680,S. C Kao; S. C. Kao; S. Kao; S.‐C. Kao
39520,1023407,B. Dorney,0000-0002-6553-7568,,,A5077824457,B. Dorney; Brian Dorney; Brian Lee Dorney
39521,1023408,E. Halkiadakis,0000-0002-3584-7856,,,A5077840913,E. Halkiadakis; Eva Halkiadakis
39522,1023409,P. Wittich,0000-0002-7401-2181,,,A5077849176,P. E. Wittich; P. Wittich; Peter E. Wittich; Peter Wittich
39523,1023410,R. M. Brown,,,,A5077856492,R. Brown; Rm Brown; R. M. Brown; R M. Brown; R. M Brown
39524,1023411,J. Fay,0000-0001-5790-1780,,,A5077870818,J. Fay; Jean Fay; Jean Luc Fay
39525,1023412,M. Zeinali,0000-0001-8367-6257,,,A5077903880,M. Zeinali; Maryam Zeinali
39526,1023413,G. Cappello,,,,A5077917423,G. Cappello; Gigi Cappello
39527,1023414,E. Navarro De Martino,,,,A5077921613,E. Martino; E. N De Martino; E. Navarro De Martino; E. Navarro Martino; Eduardo Navarro De Martino
39528,1023415,F. Beaudette,0000-0002-1194-8556,,,A5077929526,F. Beaudette; Florian Beaudette
39529,1023416,G. G. Da Silveira,0000-0003-3514-7056,,,A5077974025,G. G. Da Silveira; G. G. Silveira; G. Gil Da Silveira; Gustavo Gil Da Silveira; G. Da Silveira; G. G Da Silveira; G. G.D. Da Silveira; Gustavo Da Silveira; Gustavo G. da Silveira; Gustavo Silveira
39530,1023417,I. Azhgirey,0000-0003-0528-341X,,,A5077976836,I. Azhgirey; I. L. Azhgirey; Igor Azhgirey
39531,1023418,R. Rossin,0000-0003-3466-7500,,,A5078004082,R. Rossin; Roberto Rossin
39532,1023419,J. Andreä,0000-0002-8298-7560,,,A5078022046,J Goldsmith Andrea; J. Andrea; J. Andreä; Jacob Andreä; Jeremy Andrea; João Victor De Andrea; Jérémy Andrea
39533,1023420,R. Lipton,0000-0002-6665-7289,,,A5078048335,R. Lipton; Ronald Lipton; R. J. Lipton; R.J Lipton; Ron Lipton
39534,1023421,M. Jeitler,0000-0002-5141-9560,,,A5078050797,M. Jeitler; Manfred Jeitler
39535,1023422,D. Marlow,0000-0002-6395-1079,,http://www.scopus.com/inward/authorDetails.url?authorID=7004858948&partnerID=MN8TOARS,A5078059879,D. Marlow; D. R. Marlow; D.R Marlow; Daniel Marlow; Daniel R. Marlow; Daniel Robert Marlow
39536,1023423,E. Migliore,0000-0002-2271-5192,,,A5078077456,E. Migliore; Ernesto Migliore
39537,1023424,T. Cheng,0000-0003-2954-9315,,,A5078104458,T. Cheng; T. L. Cheng; Tongguang Cheng; Third Minhao Cheng; Tianshi Cheng; Tong‐Guang Cheng
39538,1023425,V. Klyukhin,0000-0002-8577-6531,,,A5078187560,V. I. Klyukhin; V. Klyukhin; Vyacheslav I. Klyukhin; Vyacheslav Klyukhin; Klyukhin
39539,1023426,M Park,,,,A5078196203,M Park
39540,1023427,GN Kim,,,,A5078207528,GN Kim; Kim Gn
39541,1023428,S. Stoynev,0000-0003-4563-7702,,,A5078234272,S. E. Stoynev; S. Stoynev; Stoyan Stoynev; Stoyan E. Stoynev; Stoyan Emilove Stoynev
39542,1023429,B. Gomez Moreno,,,,A5078320318,B. Gomez Moreno; B. Moreno; B. G. Moreno; BG Moreno
39543,1023430,J. Hirschauer,0000-0002-8244-0805,,,A5078386339,J. Hirschauer; Jim Hirschauer; J. F. Hirschauer; James F. Hirschauer; James Francis Hirschauer; James Hirschauer
39544,1023431,Perelygin,,,,A5078443640,Perelygin
39545,1023432,M. Paganoni,0000-0003-2461-275X,,http://www.scopus.com/inward/authorDetails.url?authorID=8791870700&partnerID=MN8TOARS,A5078522765,M. Paganoni; Marco Paganoni
39546,1023433,M. Jarvis,,,,A5078523406,M G Jarvis; M. Jarvis; Martyn Jarvis
39547,1023434,M. Giffels,0000-0003-0193-3032,,,A5078538495,M. Giffels; Manuel Giffels
39548,1023435,D. Leggat,,,,A5078575486,D. Leggat; Duncan Alexander Leggat; Duncan Leggat
39549,1023436,S. Nahn,0000-0002-8949-0178,,,A5078578102,S. Nahn; S. C. Nahn; Steve Nahn
39550,1023437,M. Kaya,0000-0003-2890-4493,,,A5078588621,M. Kaya; Mithat Kaya; Müge Kaya
39551,1023438,R. Stone,0000-0001-6229-695X,,,A5078599393,R. Stone; Robert Stone; R. L. Stone; R. Logan Stone; Rhia Stone; Robert L. Stone
39552,1023439,F. Fiori,0000-0001-8770-9343,,,A5078624764,F. Fiori; Francesco Fiori
39553,1023440,F. Primavera,0000-0001-6253-8656,,,A5078642004,F. Primavera; Federica Primavera
39554,1023441,G. Sguazzoni,0000-0002-0791-3350,,http://www.scopus.com/inward/authorDetails.url?authorID=7003276011&partnerID=MN8TOARS,A5078654308,G. Sguazzoni; G. Sguazzonia; Giacomo Sguazzoni; Sguazzoni Giacomo
39555,1023442,S. Blyweert,,,,A5078657970,S. Blyweert; Stijn Blyweert
39556,1023443,M. A. Shah,0009-0005-7186-5663,,,A5078665891,M. A. Shah; M. Shah; M. Asharf Shah; Minish Shah; Muffarih Shah
39557,1023444,H. Reithler,0000-0003-4409-702X,,,A5078707494,H. Reithler; Hans Reithler
39558,1023445,D. Cussans,0000-0001-8192-0826,,http://www.scopus.com/authid/detail.url?authorId=35239832600,A5078713942,D. Cussans; D G. Cussans; D. G. Cussans; D.G Cussans; David Cussans; David G. Cussans
39559,1023446,O. Buchmüller,,,,A5078724237,O L. Buchmuller; O. Buchmuller; O. Buchmüller; O. L. Buchmüller; Oliver Buchmuller; Oliver Buchmüller
39560,1023447,Je Kim,,,,A5078734280,Je Kim; J‐E Kim; Kim Hyun Je; Kim Je; Kim J‐E.
39561,1023448,T. Peiffer,0000-0002-8162-6667,,,A5078748463,T. Peiffer; Thomas Peiffer
39562,1023449,M. Planer,,,,A5078817846,M. Planer; Michael David Planer; Michael Planer
39563,1023450,Andrey Popov,0000-0002-7726-6224,,,A5078908086,А. Попов; Andrey A. Popov
39564,1023451,Y. Weng,0000-0002-6928-7738,,,A5079002091,Y. Weng; Yao Chung Weng; Yao Weng; Yiming Weng; Yitao Weng; Yi‐Qing Weng; Yuhan Weng; Yuling Weng; Yuxin Weng; Yuxuan Weng; Yuzhe Weng; Yu‐Jou Weng
39565,1023452,Y. Iiyama,0000-0002-8297-5930,,,A5079004605,Y. Iiyama; Yutaro Iiyama
39566,1023453,Krutelyov,,,,A5079009868,Krutelyov; Krute‐lyov
39567,1023454,L. Zwalinski,0000-0002-9397-2313,,,A5079054957,L. Zwalinski; Lukasz Zwalinski
39568,1023455,S. Bilmiş,,,,A5079057106,S. Bilmis; Bilmis Selcuk; S. Bilmiş; Selcuk Bilmis; Selçuk Bilmiş
39569,1023456,A. Ershov,0000-0001-5779-142X,,,A5079058246,А. А. Ершов
39570,1023457,R. Castello,0000-0002-8242-6659,,,A5079074403,R. Castello; R. Llopis Castelló; RAYSSA BORJAILLE CASTELLO; Rhuam Carlos Rocha Castello; Roberto Castello
39571,1023458,K. Maeshima,0009-0000-2822-897X,,,A5079079987,K. Maeshima; K.M.Maeshima; Kaori Maeshima
39572,1023459,I. Kravchenko,0000-0003-0068-0395,,,A5079089058,И. В. Кравченко
39573,1023460,B. Kreis,0000-0002-9598-6487,,,A5079114654,B. Kreis; Benjamin Kreis
39574,1023461,K. Sumorok,,,,A5079203388,K. Sumorok; K.C.T.O. Sumorok; Konstanty C. Sumorok; Konstanty Sumorok
39575,1023462,H. Seo,,,,A5079241161,H. Seo; H. K. Seo; Hyeon‐Woong Seo; Hyunkwan Seo
39576,1023463,N. Mccoll,0000-0003-0006-9238,,,A5079247377,N. Mccoll; Nickolas Mccoll; Nickolas W. McColl
39577,1023464,F. M. Stober,0000-0003-2620-3159,,,A5079298247,F. M. Stober; F. Stober; F. Stöber; Fred Stober; Fred‐Markus Helmut Stober; Fred‐Markus Stober
39578,1023465,Blobel,,,,A5079351241,Blobel
39579,1023466,U. Akgun,,,,A5079370876,U. Akgun; Ugur Akgun; Ugur Akgün; Uğur Akgün
39580,1023467,R. Frazier,,,,A5079395983,R. Frazier; R. E. Frazier; Robert Frazier
39581,1023468,W. Carvalho,0000-0003-0738-6615,,,A5079427051,Wagner Carvalho; W. Carvalho; W. R. CARVALHO; WANDERSON DE SOUSA CARVALHO; Wagner Ribeiro De Carvalho; Wagner de Paula Carvalho; Waldenir Lima Carvalho; Wendel Bruno Souza Carvalho; Wolmar Aparecida Carvalho; Wânia Priscila Melo de Carvalho
39582,1023469,F. Palmonari,,,,A5079435445,F. M. Palmonari; F. Palmonari; Francesco Palmonari
39583,1023470,G. Baulieu,0000-0002-9372-5523,,,A5079443224,G. Baulieu; Guillaume Baulieu
39584,1023471,Rekovic,,,,A5079479490,Rekovic
39585,1023472,M. Paulini,0000-0002-6714-5787,,,A5079500427,M. Paulini; Manfred Paulini; M. G. Paulini; Maike Paulini; Marcela Borghi Paulini; Marina Ribeiro Paulini; Michael Paulini
39586,1023473,G. Hall,,,,A5079520976,G. Hall; Geoffrey Hall; G. A. Hall; Göran Hall
39587,1023474,J. Kaisen,,,,A5079543107,J. Kaisen; Josh Kaisen
39588,1023475,H. B. Newman,,,,A5079627160,H. B. Newman; H. B. New‐man; H. Newman
39589,1023476,T. Sarangi,,,,A5079652169,T. Sarangi; T. R. Sarangi; Tapas Ranjan Sarangi; Tapas Sarangi
39590,1023477,P. Zotto,0000-0003-3953-5996,,,A5079655000,P L. Zotto; P. L. Zotto; P. Zotto; Pierluigi Zotto
39591,1023478,J. Jacob,,,,A5079719636,J A Jacob; J. Jacob; Jeson Jacob; Joshua Jacob
39592,1023479,C. Beirão Da Cruz E Silva,0000-0002-1231-3819,,,A5079752372,C. Beirão Da Cruz E Silva; C. Beirao Da Cruz E Silva; C Beira Da Cruz E Silva; C. Beir ao Da Cruz E Silva; C. Beirao Da Cruz E. Silva; C. Beirão Da Cruz E. Silva; C. Beirāo Da Cruz E Silva; CB Da Cruz E Silva; Cristovao Beirao Da Cruz E Silva; Cristóvão B da Cruz E Silva; Cristóvão Beirão Da Cruz E Silva
39593,1023480,A. Kopecký,,,,A5079775388,A. Kopecky; A. Kopecký; Alexandra Carley Kopecky; Alexandra Kopecky
39594,1023481,A. M. Rossi,,,,A5079939679,A. M. Rossi; A. Rossi; A.M Rossi; Am Rossi
39595,1023482,K. Buńkowski,0000-0001-6371-9336,,,A5080046348,K. Bunkowski; K. Buńkowski; Karol Bunkowski; Karol Buńkowski
39596,1023483,A. Savin,,,,A5080146832,A.A Savin; Alexander A. Savin; Alexander Alexeevich Savin; А А Савин
39597,1023484,D. Lincoln,0000-0002-0599-7407,,,A5080273828,D. Lincoln; D. W. Lincoln; Don Lincoln
39598,1023485,N. Mucia,,,,A5080281419,N. Mucia; Nicholas Mucia
39599,1023486,J. Yelton,0000-0001-8840-3346,,,A5080294318,J. M. Yelton; J. Yelton; John M. Yelton; John Yelton
39600,1023487,I. Glushkov,,,,A5080404361,I. Glushkov; I.V. Glushkov; Ivan Glushkov
39601,1023488,P. Capiluppi,0000-0003-4485-1897,,,A5080443876,P. Capiluppi; Paolo Capiluppi
