a,person_id,fio,orcid,researcherId,scopusId,openAlexId,alt_fios,cluster_id
30865,1109075,H. Li,,,,A5057657352,H. Li,1
30900,1109110,H. Liu,,,,A5022799915,H. Liu,1
30934,1109144,H. Liu,,,,A5085802777,H. Liu,1
30955,1109165,H. Liu,,,,A5023632005,H. Liu,1
30957,1109167,H. Li,,,,A5024808753,H. Li,1
31001,1109215,H. Liu,,,,A5002829484,H. Liu,1
31048,1109262,H. Li,,,,A5072047608,H. Li,1
31051,1109265,H. Li,,,,A5074724999,H. Li,1
31104,1109343,H. Li,,,,A5028242182,H. Li,1
31144,1109383,H. Liu,,,,A5080741666,H. Liu,1
31224,1109463,H. Liu,,,,A5019357225,H. Liu,1
31251,1109490,H. Li,,,,A5057981416,H. Li,1
31255,1109494,H. Liu,,,,A5070183301,H. Liu,1
31295,1109539,H. Li,,,,A5002133171,H. Li,1
31345,1109589,H. Li,,,,A5065353349,H. Li,1
31434,1109685,H. Liu,,,,A5000287746,H. Liu,1
31448,1109699,H. Liu,,,,A5018976624,H. Liu,1
31453,1109704,H. Li,,,,A5028583218,H. Li,1
31511,1109793,H. Liu,,,,A5040575589,H. Liu,1
31526,1109808,H. Li,,,,A5061809026,H. Li,1
31527,1109809,H. Li,,,,A5062893400,H. Li,1
31557,1109839,H. Liu,,,,A5014046369,H. Liu,1
31578,1109860,H. Li,,,,A5048610891,H. Li,1
31641,1109923,H. Li,,,,A5046228172,H. Li,1
31650,1109932,H. Li,,,,A5063343840,H. Li,1
31663,1109945,H. Li,,,,A5000801996,H. Li,1
31709,1109991,H. Li,,,,A5001027676,H. Li,1
31715,1109997,H. Liu,,,,A5010853945,H. Liu,1
31760,1110042,H. Li,,,,A5040067767,H. Li,1
31829,1110113,H. Li,,,,A5019378859,H. Li,1
31845,1110129,H. Li,,,,A5039081818,H. Li,1
31871,1110155,H. Liu,,,,A5077368979,H. Liu,1
31884,1110168,H. Liu,,,,A5007150374,H. Liu,1
31902,1110186,H. Liu,,,,A5037011204,H. Liu,1
31919,1110203,H. Li,,,,A5072403591,H. Li,1
31938,1110222,H. Li,,,,A5007894881,H. Li,1
31942,1110226,H. Li,,,,A5011497333,H. Li,1
31968,1110252,H. Liu,,,,A5064484660,H. Liu,1
32040,1110324,H. Li,,,,A5051547496,H. Li,1
32585,1110869,H Li,,,,A5044213049,H Li,1
32770,1111089,H. Liu,,,,A5091782324,H. Liu,1
33022,1111341,H. Liu,,,,A5050842227,H. Liu,1
33034,1111353,H. Li,,,,A5067969877,H. Li,1
33037,1111356,H. Liu,,,,A5079101724,H. Liu,1
33060,1111379,H. Li,,,,A5002771863,H. Li,1
33068,1111387,H. Liu,,,,A5046732511,H. Liu,1
33075,1111394,H. Liu,,,,A5062151108,H. Liu,1
33100,1111419,H. Li,,,,A5008692899,H. Li,1
33109,1111428,H. Liu,,,,A5023664407,H. Liu,1
33113,1111432,H. Li,,,,A5028877182,H. Li,1
33170,1111489,H. Liu,,,,A5028602965,H. Liu,1
33203,1111522,H. Liu,,,,A5074537814,H. Liu,1
33241,1111560,H. Li,,,,A5000406112,H. Li,1
33270,1111589,H. Liu,,,,A5046646524,H. Liu,1
33278,1111597,H. Li,,,,A5056995875,H. Li,1
33322,1111641,H. Li,,,,A5058305958,H. Li,1
33331,1111650,H. Li,,,,A5069983986,H. Li,1
33343,1111662,H. Liu,,,,A5088703544,H. Liu,1
33372,1111691,H. Liu,,,,A5037678961,H. Liu,1
33397,1111716,H. Li,,,,A5063889188,H. Li,1
33414,1111733,H. Li,,,,A5084525038,H. Li,1
33423,1111742,H Li,,,,A5015802697,H Li,1
33427,1111746,H Liu,,,,A5091830102,H Liu,1
33430,1111749,H. Li,,,,A5032652064,H. Li,1
33548,1111867,H. Li,,,,A5040820157,H. Li,1
33602,1111921,H. Li,,,,A5040948869,H. Li,1
33631,1111950,H. Liu,,,,A5012437890,H. Liu,1
33649,1111968,H. Liu,,,,A5045243633,H. Liu,1
33675,1111994,H. Li,,,,A5007167510,H. Li,1
33721,1112040,H. Liu,,,,A5089526451,H. Liu,1
33742,1112063,H. Liu,,,,A5000087623,H. Liu,1
33755,1112076,H. Li,,,,A5023461334,H. Li,1
33762,1112083,H. Li,,,,A5029578651,H. Li,1
33809,1112130,H. Li,,,,A5015138000,H. Li,1
33818,1112139,H. Li,,,,A5039345462,H. Li,1
33886,1112207,H. Li,,,,A5044665065,H. Li,1
33983,1112353,H. Li,,,,A5028924394,H. Li,1
33991,1101869,H. Li,,,,A5022629700,H. Li,1
33998,1112368,H. Liu,,,,A5050258076,H. Liu,1
34051,1112425,H. Li,,,,A5036039795,H. Li,1
34071,1112445,H. Liu,,,,A5086894362,H. Liu,1
34106,1112480,H. Liu,,,,A5017850926,H. Liu,1
34130,1112504,H. Li,,,,A5057998570,H. Li,1
34141,1112515,H. Liu,,,,A5068019711,H. Liu,1
34186,1112560,H. Li,,,,A5042879419,H. Li,1
34221,1112595,H. Liu,,,,A5005395179,H. Liu,1
34228,1112602,H. Li,,,,A5015750294,H. Li,1
34255,1112629,H. Li,,,,A5037483029,H. Li,1
34318,1112692,H. Liu,,,,A5055674703,H. Liu,1
34356,1112731,H. Li,,,,A5030202001,H. Li,1
34370,1112745,H. Liu,,,,A5071622662,H. Liu,1
34419,1112794,H. Li,,,,A5059567584,H. Li,1
34428,1112803,H. Liu,,,,A5073230159,H. Liu,1
34520,1113357,H. Li,,,,A5022339632,H. Li,1
34544,1113381,H. Li,,,,A5001406401,H. Li,1
34590,1113427,H. Li,,,,A5076751556,H. Li,1
34594,1113431,H. Liu,,,,A5083200883,H. Liu,1
34721,1113558,H. Li,,,,A5001838702,H. Li,1
34734,1113571,H. Li,,,,A5030511539,H. Li,1
34758,1113595,H. Li,,,,A5071467552,H. Li,1
34781,1113618,H. Liu,,,,A5036272103,H. Liu,1
34854,1113691,H. Li,,,,A5043594417,H. Li,1
34884,1113721,H. Li,,,,A5087322448,H. Li,1
34903,1113740,H. Li,,,,A5030783849,H. Li,1
34930,1113767,H. Li,,,,A5081209649,H. Li,1
35020,1113919,H. Li,,,,A5076974894,H. Li,1
35047,1113996,H. Li,,,,A5035384621,H. Li,1
35163,1114156,H. Liu,,,,A5038402368,H. Liu,1
35185,1114178,H. Li,,,,A5086138219,H. Li,1
35191,1114184,H. Li,,,,A5041340376,H. Li,1
39054,1022941,H Liu,,,,A5059049247,H Liu,1
40054,1023942,H Liu,,,,A5023541522,H Liu,1
41752,1025791,H Liu,,,,A5021672259,H Liu,1
42169,1026208,H Li,,,,A5022861116,H Li,1
42871,1026910,H Liu,,,,A5043978830,H Liu,1
43874,1027923,H Li,,,,A5013068622,H Li,1
45145,1029880,H Liu,,,,A5025734894,H Liu,1
45156,1029891,H Li,,,,A5049018308,H Li,1
45272,1030007,H Liu,,,,A5043107185,H Liu,1
45369,1030104,H Li,,,,A5034828125,H Li,1
47526,1034970,H. Liu,,,,A5000646467,H. Liu,1
47732,1035176,H. Liu,,,,A5055718078,H. Liu,1
47818,1035262,H. Liu,,,,A5077612469,H. Liu,1
47841,1035285,H. Liu,,,,A5034332793,H. Liu,1
47857,1035301,H. Liu,,,,A5075619587,H. Liu,1
47943,1035387,H. Liu,,,,A5057963814,H. Liu,1
48006,1035450,H. Liu,,,,A5038945975,H. Liu,1
48098,1035550,H. Liu,,,,A5071703418,H. Liu,1
48114,1035566,H. Liu,,,,A5025123649,H. Liu,1
48131,1035583,H. Liu,,,,A5011085983,H. Liu,1
48167,1035619,H. Liu,,,,A5027673756,H. Liu,1
48315,1035767,H. Liu,,,,A5044375340,H. Liu,1
48369,1035821,H. Liu,,,,A5012739128,H. Liu,1
48465,1035917,H. Liu,,,,A5079996848,H. Liu,1
48504,1035956,H. Liu,,,,A5076465677,H. Liu,1
48525,1035977,H. Liu,,,,A5069984561,H. Liu,1
48529,1035981,H. Liu,,,,A5005721698,H. Liu,1
49123,1040495,H. Li,,,,A5065797609,H. Li,1
49367,1040739,H. Li,,,,A5025980912,H. Li,1
49456,1040828,H. Liu,,,,A5062444971,H. Liu,1
49627,1041002,H Li,,,,A5057446080,H Li,1
4540,1080684,H. Lee,,,,A5043516257,H. Lee,2
6833,1082977,H. Lee,,,,A5088805627,H. Lee,2
7217,1083361,H. Lee,,,,A5084695339,H. Lee,2
7286,1083430,H. Lee,,,,A5018431512,H. Lee,2
7588,1084489,H. Lee,,,,A5075164921,H. Lee,2
7824,1084920,H. Lee,,,,A5089161906,H. Lee,2
9997,1087093,H Lee,,,,A5077227229,H Lee,2
11320,1088550,H. Lee,,,,A5060518162,H. Lee,2
11478,1088710,H. Lee,,,,A5012703126,H. Lee,2
11516,1088748,H. Lee,,,,A5005809559,H. Lee,2
11680,1088912,H. Lee,,,,A5040755056,H. Lee,2
11715,1088947,H. Lee,,,,A5032481755,H. Lee,2
12248,1089613,H. Lee,,,,A5003523596,H. Lee,2
12324,1089689,H. Lee,,,,A5059675597,H. Lee,2
12360,1089725,H. Lee,,,,A5076443227,H. Lee,2
12427,1089792,H. Lee,,,,A5057415240,H. Lee,2
12493,1089858,H. Lee,,,,A5047688120,H. Lee,2
12648,1090013,H. Lee,,,,A5058553187,H. Lee,2
12967,1090332,H Lee,,,,A5048930663,H Lee,2
13166,1090539,H. Lee,,,,A5025776640,H. Lee,2
13214,1090587,H. Lee,,,,A5033124605,H. Lee,2
13235,1090608,H. Lee,,,,A5055464069,H. Lee,2
13335,1090708,H. Lee,,,,A5038312573,H. Lee,2
13743,1091116,H. Lee,,,,A5066543897,H. Lee,2
13769,1091142,H. Lee,,,,A5004800700,H. Lee,2
13812,1091185,H. Lee,,,,A5053253505,H. Lee,2
13842,1091215,H. Lee,,,,A5021528985,H. Lee,2
13968,1091365,H. Lee,,,,A5005200541,H. Lee,2
14143,1091540,H. Lee,,,,A5069056210,H. Lee,2
14474,1091931,H. Lee,,,,A5010491376,H. Lee,2
14519,1091976,H. Lee,,,,A5013245624,H. Lee,2
14551,1092008,H. Lee,,,,A5025502122,H. Lee,2
14588,1092051,H. Lee,,,,A5065762920,H. Lee,2
14740,1092232,H. Lee,,,,A5045709752,H. Lee,2
14939,1092432,H. Lee,,,,A5087360737,H. Lee,2
15034,1092527,H. Lee,,,,A5081935845,H. Lee,2
15045,1092538,H. Lee,,,,A5019914149,H. Lee,2
15106,1092599,H. Lee,,,,A5029135300,H. Lee,2
15279,1092772,H. Lee,,,,A5083283227,H. Lee,2
15288,1092790,H. Lee,,,,A5034648360,H. Lee,2
15303,1092805,H. Lee,,,,A5010063671,H. Lee,2
15647,1093163,H. Lee,,,,A5086061240,H. Lee,2
15813,1093583,H. Lee,,,,A5012452697,H. Lee,2
15938,1093716,H. Lee,,,,A5077316798,H. Lee,2
16144,1093931,H. Lee,,,,A5063994327,H. Lee,2
16188,1094024,H. Lee,,,,A5089694950,H. Lee,2
16198,1094034,H. Lee,,,,A5059808351,H. Lee,2
16220,1094056,H. Lee,,,,A5011186822,H. Lee,2
16281,1094117,H. Lee,,,,A5070722195,H. Lee,2
16335,1094171,H. Lee,,,,A5047256615,H. Lee,2
16391,1094227,H. Lee,,,,A5015493735,H. Lee,2
16523,1094379,H. Lee,,,,A5028416165,H. Lee,2
16636,1094501,H. Lee,,,,A5047232974,H. Lee,2
16686,1094656,H. Lee,,,,A5047018875,H. Lee,2
16723,1094693,H. Lee,,,,A5089506377,H. Lee,2
16734,1094704,H. Lee,,,,A5052271019,H. Lee,2
16801,1094771,H. Lee,,,,A5087928165,H. Lee,2
16821,1094791,H. Lee,,,,A5022835524,H. Lee,2
17017,1095016,H. Lee,,,,A5044320733,H. Lee,2
17045,1095044,H. Lee,,,,A5048704843,H. Lee,2
17438,1095442,H. Lee,,,,A5063350732,H. Lee,2
17884,1095888,H. Lee,,,,A5054346262,H. Lee,2
18095,1096103,H. Lee,,,,A5002799563,H. Lee,2
18178,1096186,H. Lee,,,,A5020234129,H. Lee,2
18219,1096227,H. Lee,,,,A5061481778,H. Lee,2
18391,1096399,H. Lee,,,,A5045865700,H. Lee,2
18417,1096425,H. Lee,,,,A5014810953,H. Lee,2
18479,1096487,H. Lee,,,,A5089573574,H. Lee,2
18482,1096490,H. Lee,,,,A5010472130,H. Lee,2
18535,1096545,H. Lee,,,,A5070687371,H. Lee,2
18565,1096575,H. Lee,,,,A5074684238,H. Lee,2
18653,1096663,H. Lee,,,,A5065347031,H. Lee,2
18725,1096736,H. Lee,,,,A5084531830,H. Lee,2
19147,1097162,H. Lee,,,,A5063516237,H. Lee,2
19195,1097210,H. Lee,,,,A5015333075,H. Lee,2
19220,1097235,H. Lee,,,,A5019225228,H. Lee,2
19350,1097365,H. Lee,,,,A5008100147,H. Lee,2
19684,1097718,H. Lee,,,,A5075068682,H. Lee,2
19712,1097746,H. Lee,,,,A5028155658,H. Lee,2
20380,1098420,H. Lee,,,,A5078383214,H. Lee,2
20390,1098430,H. Lee,,,,A5067278187,H. Lee,2
20835,1098885,H. Lee,,,,A5024545235,H. Lee,2
21366,1099421,H. Lee,,,,A5048601767,H. Lee,2
21851,1099923,H. Lee,,,,A5078216826,H. Lee,2
21889,1099962,H. Lee,,,,A5018777812,H. Lee,2
22236,1100313,H. Lee,,,,A5039711761,H. Lee,2
22282,1100359,H. Lee,,,,A5036234815,H. Lee,2
22445,1100533,H. Lee,,,,A5057600799,H. Lee,2
22505,1100595,H. Lee,,,,A5063629375,H. Lee,2
22582,1100672,H. Lee,,,,A5077885409,H. Lee,2
22987,1101079,H. Lee,,,,A5024501298,H. Lee,2
23064,1101156,H. Lee,,,,A5059913910,H. Lee,2
23156,1101248,H. Lee,,,,A5073170530,H. Lee,2
23209,1101301,H. Lee,,,,A5067181573,H. Lee,2
23636,1101739,H. Lee,,,,A5024161291,H. Lee,2
23970,1102076,H. Lee,,,,A5065387893,H. Lee,2
24055,1102161,H. Lee,,,,A5001319926,H. Lee,2
24130,1102236,H. Lee,,,,A5022820067,H. Lee,2
24339,1102446,H. Lee,,,,A5028067461,H. Lee,2
24394,1102506,H. Lee,,,,A5046342529,H. Lee,2
24418,1102530,H. Lee,,,,A5032922430,H. Lee,2
24427,1102556,H. Lee,,,,A5035829165,H. Lee,2
24526,1102655,H. Lee,,,,A5035789526,H. Lee,2
24561,1102704,H. Lee,,,,A5062492103,H. Lee,2
24570,1102718,H. Lee,,,,A5020158783,H. Lee,2
24605,1102753,H. Lee,,,,A5080189532,H. Lee,2
24614,1102762,H. Lee,,,,A5025652115,H. Lee,2
24626,1102774,H. Lee,,,,A5017349958,H. Lee,2
24680,1102828,H. Lee,,,,A5068220074,H. Lee,2
24690,1102838,H. Lee,,,,A5008454905,H. Lee,2
24771,1102919,H. Lee,,,,A5081888133,H. Lee,2
24778,1102926,H. Lee,,,,A5001656975,H. Lee,2
24795,1102943,H. Lee,,,,A5019462036,H. Lee,2
24855,1103003,H. Lee,,,,A5051974985,H. Lee,2
24900,1103048,H. Lee,,,,A5077163532,H. Lee,2
24967,1103115,H. Lee,,,,A5087450403,H. Lee,2
25025,1103174,H. Lee,,,,A5088165205,H. Lee,2
25053,1103202,H. Lee,,,,A5045993461,H. Lee,2
25090,1103239,H. Lee,,,,A5046458836,H. Lee,2
25095,1103271,H. Lee,,,,A5021303687,H. Lee,2
25115,1103294,H. Lee,,,,A5017237118,H. Lee,2
25450,1103629,H. Lee,,,,A5041421326,H. Lee,2
25607,1103786,H. Lee,,,,A5036137469,H. Lee,2
25615,1103794,H. Lee,,,,A5012329732,H. Lee,2
25662,1103841,H. Lee,,,,A5037927203,H. Lee,2
25683,1103862,H. Lee,,,,A5027251800,H. Lee,2
25727,1103906,H. Lee,,,,A5054022613,H. Lee,2
26144,1104323,H. Lee,,,,A5038651484,H. Lee,2
26296,1104476,H. Lee,,,,A5067601629,H. Lee,2
26426,1104611,H. Lee,,,,A5031660729,H. Lee,2
26452,1104637,H. Lee,,,,A5050239458,H. Lee,2
26531,1104722,H. Lee,,,,A5017274321,H. Lee,2
26709,1104900,H. Lee,,,,A5086792732,H. Lee,2
26852,1105048,H. Lee,,,,A5025919419,H. Lee,2
27463,1105659,H. Lee,,,,A5020638673,H. Lee,2
27519,1105715,H. Lee,,,,A5027334013,H. Lee,2
27816,1106012,H. Lee,,,,A5085157567,H. Lee,2
28088,1106284,H. Lee,,,,A5045636410,H. Lee,2
28139,1106335,H. Lee,,,,A5038619301,H. Lee,2
28203,1106399,H. Lee,,,,A5088444490,H. Lee,2
28373,1106569,H. Lee,,,,A5020162023,H. Lee,2
28471,1106667,H. Lee,,,,A5064057618,H. Lee,2
28542,1106738,H. Lee,,,,A5076988470,H. Lee,2
28766,1106962,H. Lee,,,,A5075876887,H. Lee,2
28893,1107094,H. Lee,,,,A5007082218,H. Lee,2
28952,1107153,H. Lee,,,,A5044904224,H. Lee,2
29003,1107204,H. Lee,,,,A5043926976,H. Lee,2
29018,1107219,H. Lee,,,,A5029456814,H. Lee,2
29192,1107393,H. Lee,,,,A5029003820,H. Lee,2
29344,1107551,H. Lee,,,,A5044742054,H. Lee,2
29489,1107696,H. Lee,,,,A5025437558,H. Lee,2
30029,1108236,H. Lee,,,,A5079371308,H. Lee,2
30548,1108758,H. Lee,,,,A5017115959,H. Lee,2
31366,1109610,H. Lee,,,,A5017818549,H. Lee,2
31668,1109950,H. Lee,,,,A5050847014,H. Lee,2
31721,1110003,H. Lee,,,,A5022596279,H. Lee,2
32010,1110294,H. Lee,,,,A5049819943,H. Lee,2
32587,1110871,H Lee,,,,A5051148601,H Lee,2
32621,1110905,H. Lee,,,,A5084010546,H. Lee,2
32622,1110906,H. Lee,,,,A5002752970,H. Lee,2
33436,1111755,H. Lee,,,,A5081625840,H. Lee,2
33600,1111919,H. Lee,,,,A5032967885,H. Lee,2
33920,1112284,H. Lee,,,,A5012607120,H. Lee,2
34063,1112437,H. Lee,,,,A5067384662,H. Lee,2
34348,1112723,H. Lee,,,,A5017831273,H. Lee,2
34538,1113375,H. Lee,,,,A5070255230,H. Lee,2
35145,1114138,H. Lee,,,,A5048692977,H. Lee,2
35175,1114168,H. Lee,,,,A5064296710,H. Lee,2
35304,1108628,H. Lee,,,,A5085912431,H. Lee,2
42362,1026401,H Lee,,,,A5040784318,H Lee,2
6557,1082701,H. L. Li,,,,A5074901421,H. L. Li,3
6791,1082935,H. L. Li,,,,A5052171157,H. L. Li,3
7540,1084441,H. L. Li,,,,A5012036166,H. L. Li,3
7814,1084910,H. L. Li,,,,A5084928462,H. L. Li,3
9340,1086436,H. L. Li,,,,A5058008513,H. L. Li,3
10420,1087516,H. L. Li,,,,A5049011171,H. L. Li,3
10734,1087964,H. L. Li,,,,A5046750140,H. L. Li,3
10909,1088139,H. L. Li,,,,A5022770153,H. L. Li,3
11078,1088308,H. L. Li,,,,A5085057808,H. L. Li,3
11134,1088364,H. L. Li,,,,A5047691689,H. L. Li,3
11500,1088732,H. L. Li,,,,A5089606456,H. L. Li,3
11616,1088848,H. L. Li,,,,A5069196224,H. L. Li,3
12045,1089408,H. L. Li,,,,A5026103354,H. L. Li,3
12332,1089697,H. L. Li,,,,A5070289791,H. L. Li,3
12361,1089726,H. L. Li,,,,A5087628472,H. L. Li,3
12495,1089860,H. L. Li,,,,A5055106618,H. L. Li,3
12718,1090083,H. L. Li,,,,A5043493334,H. L. Li,3
13097,1090470,H. L. Li,,,,A5081548075,H. L. Li,3
13207,1090580,H. L. Li,,,,A5011049761,H. L. Li,3
13230,1090603,H. L. Li,,,,A5031856001,H. L. Li,3
13973,1091370,H. L. Li,,,,A5019549002,H. L. Li,3
14145,1091542,H. L. Li,,,,A5077555244,H. L. Li,3
14343,1091779,H. L. Li,,,,A5088980759,H. L. Li,3
14465,1091922,H. L. Li,,,,A5066390956,H. L. Li,3
14480,1091937,H. L. Li,,,,A5019014885,H. L. Li,3
14913,1092406,H. L. Li,,,,A5048531806,H. L. Li,3
15164,1092657,H. L. Li,,,,A5054770775,H. L. Li,3
15222,1092715,H. L. Li,,,,A5080248504,H. L. Li,3
15345,1092854,H. L. Li,,,,A5085327177,H. L. Li,3
15436,1092945,H. L. Li,,,,A5090744586,H. L. Li,3
15699,1093215,H. L. Li,,,,A5091527979,H. L. Li,3
15865,1093635,H. L. Li,,,,A5023720991,H. L. Li,3
15946,1093724,H. L. Li,,,,A5028877826,H. L. Li,3
15964,1093742,H. L. Li,,,,A5007896275,H. L. Li,3
16260,1094096,H. L. Li,,,,A5084362020,H. L. Li,3
16583,1094440,H. L. Li,,,,A5028387783,H. L. Li,3
16648,1094507,H. L. Li,,,,A5067535258,H. L. Li,3
16767,1094737,H. L. Li,,,,A5055472423,H. L. Li,3
17409,1095413,H. L. Li,,,,A5011749549,H. L. Li,3
17437,1095441,H. L. Li,,,,A5047111095,H. L. Li,3
18021,1096025,H. L. Li,,,,A5070334054,H. L. Li,3
18161,1096169,H. L. Li,,,,A5049737568,H. L. Li,3
18206,1096214,H. L. Li,,,,A5077929138,H. L. Li,3
18287,1096295,H. L. Li,,,,A5074598211,H. L. Li,3
18428,1096436,H. L. Li,,,,A5025769937,H. L. Li,3
18492,1096500,H. L. Li,,,,A5077477528,H. L. Li,3
18700,1096711,H. L. Li,,,,A5067542392,H. L. Li,3
19061,1097076,H. L. Li,,,,A5057713142,H. L. Li,3
19068,1097083,H. L. Li,,,,A5019715567,H. L. Li,3
19204,1097219,H. L. Li,,,,A5049481071,H. L. Li,3
19235,1097250,H. L. Li,,,,A5044076815,H. L. Li,3
19610,1097644,H. L. Li,,,,A5002605077,H. L. Li,3
19661,1097695,H. L. Li,,,,A5031355206,H. L. Li,3
19851,1097885,H. L. Li,,,,A5086135851,H. L. Li,3
19858,1097892,H. L. Li,,,,A5014103792,H. L. Li,3
19895,1097929,H. L. Li,,,,A5055141816,H. L. Li,3
19923,1097957,H. L. Li,,,,A5017992308,H. L. Li,3
21362,1099417,H. L. Li,,,,A5003800951,H. L. Li,3
22231,1100308,H. L. Li,,,,A5024828738,H. L. Li,3
22263,1100340,H. L. Li,,,,A5004118115,H. L. Li,3
22449,1100537,H. L. Li,,,,A5061291932,H. L. Li,3
22494,1100584,H. L. Li,,,,A5043671255,H. L. Li,3
22618,1100708,H. L. Li,,,,A5042110629,H. L. Li,3
23073,1101165,H. L. Li,,,,A5077025501,H. L. Li,3
23222,1101314,H. L. Li,,,,A5043103145,H. L. Li,3
23331,1101423,H. L. Li,,,,A5068254209,H. L. Li,3
23348,1101440,H. L. Li,,,,A5026506537,H. L. Li,3
24169,1102276,H. L. Li,,,,A5003946278,H. L. Li,3
24505,1102634,H. L. Li,,,,A5065478271,H. L. Li,3
24774,1102922,H. L. Li,,,,A5087460804,H. L. Li,3
25129,1103308,H. L. Li,,,,A5048391855,H. L. Li,3
25298,1103477,H. L. Li,,,,A5063763252,H. L. Li,3
25448,1103627,H. L. Li,,,,A5037457027,H. L. Li,3
25733,1103912,H. L. Li,,,,A5085044568,H. L. Li,3
26313,1104498,H. L. Li,,,,A5028821731,H. L. Li,3
26383,1104568,H. L. Li,,,,A5061672707,H. L. Li,3
26530,1104721,H. L. Li,,,,A5014428584,H. L. Li,3
26615,1104798,H. L. Li,,,,A5081814750,H. L. Li,3
26878,1105074,H. L. Li,,,,A5076480940,H. L. Li,3
26994,1105190,H. L. Li,,,,A5006773427,H. L. Li,3
27053,1105249,H. L. Li,,,,A5026133164,H. L. Li,3
27465,1105661,H. L. Li,,,,A5024997615,H. L. Li,3
27898,1106094,H. L. Li,,,,A5056322257,H. L. Li,3
28122,1106318,H. L. Li,,,,A5087690492,H. L. Li,3
28134,1106330,H. L. Li,,,,A5030197867,H. L. Li,3
28487,1106683,H. L. Li,,,,A5005341224,H. L. Li,3
28863,1107059,H. L. Li,,,,A5087170934,H. L. Li,3
29214,1107415,H. L. Li,,,,A5083623073,H. L. Li,3
29367,1107574,H. L. Li,,,,A5089832231,H. L. Li,3
31431,1109682,H. L. Li,,,,A5081803187,H. L. Li,3
32006,1110290,H. L. Li,,,,A5015461469,H. L. Li,3
32018,1110302,H. L. Li,,,,A5000788297,H. L. Li,3
32594,1110878,H L Li,,,,A5070627729,H L Li,3
32881,1111200,H. L. Li,,,,A5071768197,H. L. Li,3
33875,1112196,H. L. Li,,,,A5081413539,H. L. Li,3
33899,1112222,H. L. Li,,,,A5000448454,H. L. Li,3
35144,1114137,H. L. Li,,,,A5042318241,H. L. Li,3
7915,1085011,H. Lu,0000-0001-6332-2785,,http://www.scopus.com/inward/authorDetails.url?authorID=57222276412&partnerID=MN8TOARS,A5007720098,H. J. Lu; H. Lu; Hanyu LU; Haonan Lu,4
15899,1093669,H. Lü,0000-0001-7100-2466,,,A5076106933,H. Lu; H. L. Lu; Hong Lu; Hong Lü; H. Lü; Hong Lin Lu; Wen‐Tian Lu,4
50150,1042340,H. Lu,0000-0002-8879-1446,,,A5028168284,H. J. Lu; H. Lu; Hai‐Jiang Lu; HaiJiang Lu; Huajun Lu; Hujie LU,4
50309,1042499,H. Luo,0000-0001-8994-9260,,,A5081973765,H. Luo; Haofei Luo; Hao‐Fei Luo; Houlin Luo,4
10068,1087164,H. Liao,0009-0006-6850-0601,,,A5087003508,H. Liao; H. Y. Liao; H.Y Liao; H.‐Y. Liao; Haiyue Liao; Hang Liao; Heng‐Ye Liao; Huan Liao,5
42191,1026230,H. Liao,,,,A5024641204,H. Liao; H. B. Liao; Huei‐Shih Liao,5
43689,1027731,H. Liao,,,,A5074692938,H. Liao; H. B. Liao; Hongbo Liao; Hongfei Liao; Hongjing Liao; Hong‐Bo Liao; Hsinmei Liao; Huajun LIAO; Huang‐Jiun Liao; Huiying Liao,5
284,1094263,B. Liu,,,,A5010295846,B. Liu,6
2385,1096135,B. Li,,,,A5078186834,B. Li,6
2499,1097384,B. Li,,,,A5054099253,B. Li,6
3047,1105604,B. Li,,,,A5086039547,B. Li,6
3922,1080066,B. Li,,,,A5019601524,B. Li,6
5859,1082003,B. Li,,,,A5002012240,B. Li,6
6195,1082335,B. Liu,,,,A5037219669,B. Liu,6
6827,1082971,B. Li,,,,A5084542810,B. Li,6
7169,1083313,B. Li,,,,A5074492858,B. Li,6
7287,1083431,B. Li,,,,A5018723775,B. Li,6
7548,1084449,B. Li,,,,A5018267632,B. Li,6
7775,1084871,B. Li,,,,A5067487799,B. Li,6
7784,1084880,B. Liu,,,,A5071042338,B. Liu,6
9378,1086474,B. Li,,,,A5083826672,B. Li,6
9388,1086484,B. Liu,,,,A5088674300,B. Liu,6
9785,1086879,B Liu,,,,A5044626596,B Liu,6
9973,1087069,B Li,,,,A5072123939,B Li,6
10132,1087228,B Li,,,,A5011044026,B Li,6
10315,1087411,B Liu,,,,A5074483237,B Liu,6
10388,1087484,B. Li,,,,A5017229393,B. Li,6
10392,1087488,B. Liu,,,,A5025157379,B. Liu,6
10809,1088039,B. Li,,,,A5072970357,B. Li,6
10817,1088047,B. Liu,,,,A5074592899,B. Liu,6
10928,1088158,B. Liu,,,,A5036696644,B. Liu,6
11000,1088230,B. Li,,,,A5088992276,B. Li,6
11026,1088256,B. Liu,,,,A5029427929,B. Liu,6
11052,1088282,B. Li,,,,A5057880105,B. Li,6
11143,1088373,B. Liu,,,,A5064663735,B. Liu,6
11160,1088390,B. Liu,,,,A5002608751,B. Liu,6
11207,1088437,B. Li,,,,A5029449669,B. Li,6
11212,1088442,B. Li,,,,A5032739149,B. Li,6
11306,1088536,B. Li,,,,A5009151305,B. Li,6
11340,1088570,B Liu,,,,A5004681702,B Liu,6
11467,1088697,B Li,,,,A5086984304,B Li,6
11597,1088829,B. Liu,,,,A5058708347,B. Liu,6
11602,1088834,B. Li,,,,A5062388757,B. Li,6
11664,1088896,B. Li,,,,A5021497870,B. Li,6
11719,1088951,B. Li,,,,A5042403245,B. Li; Bichu Li,6
